문헌번호,확인항목,상세,관련값
KR 10-2626004 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=391
KR 10-2719203 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2719203 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 24개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=547
KR 10-2691307 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691307 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 29개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=879
KR 10-2639490 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2639490 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=165
KR 10-2706996 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2706996 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=289
KR 10-2734204 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2666354 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2666354 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=677
KR 10-2624485 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624485 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=338
KR 10-2718327 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2718327 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 16개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=882
KR 10-2690224 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690224 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 13개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=335
KR 10-2652977 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2652977 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 20개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=390
KR 10-2638385 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2638385 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 35개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=1793
KR 10-2706153 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2706153 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 26개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=788
KR 10-2732918 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2667030 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2667030 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=279
KR 10-2624561 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624561 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=296
KR 10-2719639 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2719639 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=123
KR 10-2652897 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2652897 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=167
KR 10-2638368 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2638368 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=540
KR 10-2706834 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2706834 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 72개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=676
KR 10-2666522 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2666522 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=451
KR 10-2625199 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2625199 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 14개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=864
KR 10-2718875 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2718875 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=114
KR 10-2692646 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2692646 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=201
KR 10-2639123 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2639123 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 14개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=740
KR 10-2706160 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2706160 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 15개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=268
KR 10-2732145 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2732145 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 68개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=3183
KR 10-2625068 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2625068 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=316
KR 10-2719133 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2719133 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=374
KR 10-2691425 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691425 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=323
KR 10-2652681 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2652681 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=207
KR 10-2638067 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2638067 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=384
KR 10-2706485 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2732728 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2732728 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 14개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=650
KR 10-2667458 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2667458 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=297
KR 10-2625284 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2692484 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2692484 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=453
KR 10-2653638 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2653638 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=244
KR 10-2639542 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2639542 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=267
KR 10-2705399 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2705399 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 14개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=649
KR 10-2733651 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2733651 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 90개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=18173
KR 10-2652603 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2652603 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=205
KR 10-2638447 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2638447 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 16개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=623
KR 10-2666003 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2666003 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=322
KR 10-2625409 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2625409 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 14개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=296
KR 10-2719689 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691625 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2651689 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2651689 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=371
KR 10-2639659 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2639659 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=124
KR 10-2704754 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2704754 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=258
KR 10-2733209 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2733209 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=144
KR 10-2665944 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665944 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 21개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=961
KR 10-2625227 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2625227 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 15개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=727
KR 10-2718583 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2639340 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2734007 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
