문헌번호,확인항목,상세,관련값
KR 10-2624317 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624317 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=325
KR 10-2705052 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2705052 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=177
KR 10-2650550 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690318 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690318 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 26개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=867
KR 10-2637467 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637467 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=181
KR 10-2663593 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2663593 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=492
KR 10-2624268 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624268 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 10개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=694
KR 10-2703010 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2703010 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=310
KR 10-2650863 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2650863 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 18개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=1293
KR 10-2690883 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690883 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=757
KR 10-2718430 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2718430 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 20개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=514
KR 10-2636244 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2732310 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2732310 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 13개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=717
KR 10-2665351 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665351 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=448
KR 10-2624636 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624636 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=107
KR 10-2700640 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2700640 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=339
KR 10-2651058 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690498 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690498 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=767
KR 10-2717944 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2717944 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 10개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=907
KR 10-2637240 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637240 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=510
KR 10-2732153 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2732153 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=495
KR 10-2665695 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665695 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=227
KR 10-2623514 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2623514 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 10개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=331
KR 10-2703622 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2703622 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=347
KR 10-2651619 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2651619 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=226
KR 10-2692169 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2692169 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=230
KR 10-2718527 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2718527 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=420
KR 10-2637918 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637918 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 24개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=544
KR 10-2731421 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2731421 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=393
KR 10-2664638 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2664638 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=538
KR 10-2625086 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2704950 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2704950 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=506
KR 10-2650708 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2650708 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 23개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=700
KR 10-2691156 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691156 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=254
KR 10-2719088 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2719088 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=275
KR 10-2637087 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2732156 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2732156 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=103
KR 10-2665043 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665043 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=147
KR 10-2624405 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624405 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 5개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=270
KR 10-2691479 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691479 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 13개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=296
KR 10-2636592 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2636592 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 14개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=414
KR 10-2665733 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665733 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=277
KR 10-2704717 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2704717 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=580
KR 10-2650189 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2650189 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=691
KR 10-2690357 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690357 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 10개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=866
KR 10-2717340 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2717340 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 41개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=1135
KR 10-2637215 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637215 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 14개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=457
KR 10-2731332 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2731332 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=718
KR 10-2624052 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624052 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=209
KR 10-2704559 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2651128 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2651128 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 19개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=772
KR 10-2690485 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690485 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 28개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=937
KR 10-2717287 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2717287 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=222
KR 10-2637311 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637311 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=380
KR 10-2665370 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665370 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 34개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=1049
KR 10-2624213 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624213 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=1151
KR 10-2704077 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2704077 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 12개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=615
KR 10-2650600 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2650600 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 26개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=563
KR 10-2690680 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2690680 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=276
KR 10-2718365 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2718365 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 10개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=666
KR 10-2638181 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2638181 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 3개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=131
KR 10-2731502 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2731502 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=659
KR 10-2623849 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2623849 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=243
KR 10-2705654 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2705654 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=723
KR 10-2650403 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2650403 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=325
KR 10-2691403 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691403 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=669
KR 10-2718614 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2718614 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 16개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=533
KR 10-2638318 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2638318 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=288
KR 10-2731891 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2731891 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 25개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=829
KR 10-2666090 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2666090 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 25개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=1173
KR 10-2624553 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624553 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=216
KR 10-2651811 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2651811 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 16개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=922
KR 10-2691036 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691036 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 7개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=283
KR 10-2716761 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2716761 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=206
KR 10-2637589 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637589 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=257
KR 10-2730960 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2730960 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=238
KR 10-2665438 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665438 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 9개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=247
KR 10-2624105 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2624105 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 61개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=2691
KR 10-2704611 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2704611 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 11개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=650
KR 10-2651994 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2651994 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 10개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=824
KR 10-2717182 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2717182 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=328
KR 10-2633734 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2633734 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 10개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=386
KR 10-2731340 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2731340 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 10개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=341
KR 10-2664798 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2623868 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2623868 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 13개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=604
KR 10-2704454 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2704454 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=421
KR 10-2651092 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2716853 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2716853 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 30개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=1245
KR 10-2636973 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2636973 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=216
KR 10-2731269 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2731269 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=437
KR 10-2665168 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2665168 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 6개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=308
KR 10-2650656 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691209 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2691209 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 4개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=290
KR 10-2637669 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2637669 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 13개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=490
KR 10-2731622 B1,F1 도면 수 미채움,도면의 설명은 반입됐으나 drawing_count 가 0 (도면 미반입),figures=1 drawing_count=0
KR 10-2731622 B1,F2 도면별 분리 필요,figures 원소 1개에 도면 8개의 설명이 뭉쳐 있음 — 도면 반입 시 도면 단위 분리 확인,description 길이=508
