문헌번호,문헌종류,문헌종류(표기안),권리상태,발명의 명칭,오류 합계,원본오류 코드,원본오류 내용,표시오류 종수,표시오류 코드,표시오류 내용(문헌별 값),도면 보류(오류 아님)
KR 10-2691403 B1,B1,등록특허공보,등록공고,터널 소화용 스프레이 노즐,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 12352자 = 전문 8426 + 하위섹션 4060) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 3개 ↔ 청구범위 목록 4개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-08-05)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2691417 B1,B1,등록특허공보,등록공고,게임 콘텐츠를 제공하는 케어 로봇,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 26623자 = 전문 24280 + 하위섹션 2609) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 13개 ↔ 청구범위 목록 14개(삭제 1) 불일치 / [D8] 독립항 목록 8개 중 1개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-08-06)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 11개 뭉침
KR 10-2691425 B1,B1,등록특허공보,등록공고,조적벽체 보강 구조체를 이용한 벽체 내진 공법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 17720자 = 전문 12783 + 하위섹션 5044) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 2개 ↔ 청구범위 목록 8개(삭제 6) 불일치 / [D8] 독립항 목록 7개 중 6개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-08-05)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2691471 B1,B1,등록특허공보,등록공고,조작기,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 12487자 = 전문 9357 + 하위섹션 3304) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 7개 ↔ 청구범위 목록 8개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-08-05)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 10개 뭉침
KR 10-2691496 B1,B1,등록특허공보,등록공고,반도체 장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 24100자 = 전문 22217 + 하위섹션 2186) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 9개 ↔ 청구범위 목록 10개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2021-0013799)와 표시 일자(2024-08-01) 계열 불일치 · 문헌일 2021-02-08,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 15개 뭉침
KR 10-2691548 B1,B1,등록특허공보,등록공고,플러그형 스위치가 착탈되는 단자대,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 11937자 = 전문 9787 + 하위섹션 2310) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 4개 ↔ 청구범위 목록 5개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-08-05)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 15개 뭉침
KR 10-2691665 B1,B1,등록특허공보,등록공고,SOFC-PSA 하이브리드 시스템,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 14433자 = 전문 12110 + 하위섹션 2502) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 4개 ↔ 청구범위 목록 6개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2024-0097684)와 표시 일자(2024-08-05) 계열 불일치 · 문헌일 2024-06-27,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 3개 뭉침
KR 10-2691817 B1,B1,등록특허공보,등록공고,산야초식초의 제조방법 및 이에 의해 제조되는 산야초식초,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 13919자 = 전문 11199 + 하위섹션 2903) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 2개 ↔ 청구범위 목록 5개(삭제 3) 불일치 / [D8] 독립항 목록 4개 중 3개가 본문 '삭제' / [D4] 공개번호(10-2023-0083802)와 표시 일자(2024-08-05) 계열 불일치 · 문헌일 2023-06-12,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 5개 뭉침
KR 10-2691829 B1,B1,등록특허공보,등록공고,콜센터 서비스 제공 시스템,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 13176자 = 전문 10620 + 하위섹션 2774) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 2개 ↔ 청구범위 목록 3개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-08-05)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 3개 뭉침
KR 10-2691900 B1,B1,등록특허공보,등록공고,절전형 전자클러치 및 이를 포함하는 자동 도어용 구동장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 16996자 = 전문 13572 + 하위섹션 3682) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 7개 ↔ 청구범위 목록 8개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-08-05)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 4개 뭉침
KR 10-2691906 B1,B1,등록특허공보,등록공고,저장 장치 및 그 동작 방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 30081자 = 전문 27805 + 하위섹션 2596) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 14개 ↔ 청구범위 목록 18개(삭제 4) 불일치 / [D8] 독립항 목록 6개 중 4개가 본문 '삭제' / [D4] 공개번호(10-2021-0026103)와 표시 일자(2024-08-06) 계열 불일치 · 문헌일 2021-03-10,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 19개 뭉침
KR 10-2691922 B1,B1,등록특허공보,등록공고,차량과 텐트 도킹 타프,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 15598자 = 전문 11921 + 하위섹션 3807) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 3개 ↔ 청구범위 목록 5개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2024-0025989)와 표시 일자(2024-08-05) 계열 불일치 · 문헌일 2024-02-27,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2692038 B1,B1,등록특허공보,등록공고,임플란트 수납 선반,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 11300자 = 전문 9322 + 하위섹션 2072) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 4개 ↔ 청구범위 목록 6개(삭제 2) 불일치 / [D8] 독립항 목록 4개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2023-0108532)와 표시 일자(2024-08-06) 계열 불일치 · 문헌일 2023-07-18,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 12개 뭉침
KR 10-2692059 B1,B1,등록특허공보,등록공고,"사철쑥 추출물, 갯강활 추출물 및 띠 추출물을 포함하는 나노 리포좀을 함유한 항산화, 항염증, 미세먼지로 인",9,,,9,D1 D3 D7 D2 D5 D12 D8 D8c D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 50365자 = 전문 31976 + 하위섹션 20002) / [D12] 서지 청구항 수 11개 ↔ 청구범위 목록 18개(삭제 7) 불일치 / [D8] 독립항 목록 18개 중 7개가 본문 '삭제' / [D8c] 종속항 0 · 삭제항 7 → 독립/전체 토글 결과 동일(18개) / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-08-06)만 표시,
KR 10-2692092 B1,B1,등록특허공보,등록공고,신경망 레이어의 출력 액티베이션을 산출하는 신경망 연산방법 및 이를 위한 하드웨어 가속기,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 32643자 = 전문 23397 + 하위섹션 9630) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 11개(삭제 1) 불일치 / [D8] 독립항 목록 4개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2024-0008816)와 표시 일자(2024-08-05) 계열 불일치 · 문헌일 2024-01-19,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2692119 B1,B1,등록특허공보,등록공고,차량용 출몰형 아웃사이드 도어 핸들 조립체,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 14047자 = 전문 10070 + 하위섹션 4127) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 11개 ↔ 청구범위 목록 15개(삭제 4) 불일치 / [D8] 독립항 목록 5개 중 4개가 본문 '삭제' / [D4] 공개번호(10-2020-0041004)와 표시 일자(2024-08-05) 계열 불일치 · 문헌일 2020-04-21,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 11개 뭉침
KR 10-2692121 B1,B1,등록특허공보,등록공고,무인운반차량 통제 시스템 및 그 방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 24103자 = 전문 19165 + 하위섹션 5393) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 18개 ↔ 청구범위 목록 19개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2020-0069925)와 표시 일자(2024-08-05) 계열 불일치 · 문헌일 2020-06-17,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2692268 B1,B1,등록특허공보,등록공고,내구성이 향상된 연료전지용 막-전극 접합체 및 이의 제조방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 21566자 = 전문 17067 + 하위섹션 4974) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 11개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2020-0027631)와 표시 일자(2024-08-05) 계열 불일치 · 문헌일 2020-03-13,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 4개 뭉침
KR 10-2692271 B1,B1,등록특허공보,등록공고,쇄빙 시 발생되는 회생제동을 이용한 비상 발전 시스템,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 10437자 = 전문 7400 + 하위섹션 3123) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 6개 ↔ 청구범위 목록 9개(삭제 3) 불일치 / [D8] 독립항 목록 4개 중 3개가 본문 '삭제' / [D4] 공개번호(10-2021-0004534)와 표시 일자(2024-08-05) 계열 불일치 · 문헌일 2021-01-13,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 6개 뭉침
KR 10-2692484 B1,B1,등록특허공보,등록공고,"차량의 공기조화 시스템, 공기조화 시스템용 전자제어밸브 및 공기조화 시스템의 제어방법",9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 28411자 = 전문 21759 + 하위섹션 7334) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 23개 ↔ 청구범위 목록 28개(삭제 5) 불일치 / [D8] 독립항 목록 8개 중 5개가 본문 '삭제' / [D4] 공개번호(10-2020-0133485)와 표시 일자(2024-08-07) 계열 불일치 · 문헌일 2020-11-30,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2692523 B1,B1,등록특허공보,등록공고,2-필터링 기반 펫 서비스 업체를 추천하는 전자 장치 및 그 추천 방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 21211자 = 전문 16466 + 하위섹션 4939) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 9개 ↔ 청구범위 목록 11개(삭제 2) 불일치 / [D8] 독립항 목록 4개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2023-0075136)와 표시 일자(2024-08-05) 계열 불일치 · 문헌일 2023-05-31,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2692646 B1,B1,등록특허공보,등록공고,마스크시트 제조방법 및 마스크시트,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 21139자 = 전문 18219 + 하위섹션 3805) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 25개 ↔ 청구범위 목록 26개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2020-0126253)와 표시 일자(2024-08-06) 계열 불일치 · 문헌일 2020-11-06,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 5개 뭉침
KR 10-2701587 B1,B1,등록특허공보,등록공고,세탁기,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 42242자 = 전문 32385 + 하위섹션 10663) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 9개 ↔ 청구범위 목록 10개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2023-0145952)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2023-10-18,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 21개 뭉침
KR 10-2701944 B1,B1,등록특허공보,등록공고,레이저를 사용하여 세포들의 외층 구조를 개방하기 위한 방법 및 장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 12137자 = 전문 10921 + 하위섹션 1315) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 6개 ↔ 청구범위 목록 15개(삭제 9) 불일치 / [D8] 독립항 목록 10개 중 9개가 본문 '삭제' / [D4] 공개번호(10-2022-0165169)와 표시 일자(2024-09-04) 계열 불일치 · 문헌일 2022-12-14,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 5개 뭉침
KR 10-2701958 B1,B1,등록특허공보,등록공고,부분절연형 폴리우레아 도막방수기술,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 27882자 = 전문 22186 + 하위섹션 6242) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 3개 ↔ 청구범위 목록 6개(삭제 3) 불일치 / [D8] 독립항 목록 4개 중 3개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-06)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 4개 뭉침
KR 10-2701994 B1,B1,등록특허공보,등록공고,"소상공인, 소기업을 위한 비대면 전자금융지원 서비스 시스템",9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 35139자 = 전문 23926 + 하위섹션 11450) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 2개 ↔ 청구범위 목록 8개(삭제 6) 불일치 / [D8] 독립항 목록 7개 중 6개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-04)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 3개 뭉침
KR 10-2702422 B1,B1,등록특허공보,등록공고,광 신호 검출 장치 및 광 신호 검출 방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 21875자 = 전문 19069 + 하위섹션 3009) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 14개 ↔ 청구범위 목록 15개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2018-0048210)와 표시 일자(2024-09-04) 계열 불일치 · 문헌일 2018-05-10,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 11개 뭉침
KR 10-2702682 B1,B1,등록특허공보,등록공고,분해성이 우수한 포장재용 산화생분해성 직조필름원단의 제조방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 13708자 = 전문 7572 + 하위섹션 6342) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 2개 ↔ 청구범위 목록 3개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2023-0165974)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2023-12-06,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 4개 뭉침
KR 10-2702737 B1,B1,등록특허공보,등록공고,안테나 및 그것을 포함하는 전자 장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 45724자 = 전문 42293 + 하위섹션 3733) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 19개 ↔ 청구범위 목록 20개(삭제 1) 불일치 / [D8] 독립항 목록 5개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2021-0093482)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2021-07-28,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 27개 뭉침
KR 10-2702763 B1,B1,등록특허공보,정정공고,XR 훈련 서버,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 25079자 = 전문 20678 + 하위섹션 4651) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 6개 ↔ 청구범위 목록 10개(삭제 4) 불일치 / [D8] 독립항 목록 5개 중 4개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-06)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 11개 뭉침
KR 10-2702765 B1,B1,등록특허공보,등록공고,은 박막 식각액 조성물 및 이를 이용한 식각 방법 및 금속 패턴의 형성 방법,9,,,9,D1 D3 D7 D2 D5 D12 D8 D8c D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 15058자 = 전문 12362 + 하위섹션 3248) / [D12] 서지 청구항 수 8개 ↔ 청구범위 목록 10개(삭제 2) 불일치 / [D8] 독립항 목록 10개 중 2개가 본문 '삭제' / [D8c] 종속항 0 · 삭제항 2 → 독립/전체 토글 결과 동일(10개) / [D4] 공개번호(10-2020-0054859)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2020-05-20,
KR 10-2702913 B1,B1,등록특허공보,등록공고,자동차 무버블 콘솔,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 19113자 = 전문 13351 + 하위섹션 5956) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 8개 ↔ 청구범위 목록 10개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2024-0050803)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2024-04-19,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 14개 뭉침
KR 10-2702965 B1,B1,등록특허공보,등록공고,냉동밥 제조방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 22672자 = 전문 20664 + 하위섹션 3273) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 4개 ↔ 청구범위 목록 5개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2023-0039234)와 표시 일자(2024-09-05) 계열 불일치 · 문헌일 2023-03-21,[F1] drawing_count 0 (도면의 설명 1원소 보유)
KR 10-2703010 B1,B1,등록특허공보,등록공고,해조류를 이용한 만두 제조방법,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 14598자 = 전문 13059 + 하위섹션 1897) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 4개 ↔ 청구범위 목록 5개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-06)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 6개 뭉침
KR 10-2703014 B1,B1,등록특허공보,등록공고,센서 고장 및 동적 환경에 강건한 레이다 항법 교정 방법 및 그를 위한 장치,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 21494자 = 전문 18102 + 하위섹션 3652) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 11개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2023-0004103)와 표시 일자(2024-09-04) 계열 불일치 · 문헌일 2023-01-06,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 6개 뭉침
KR 10-2703096 B1,B1,등록특허공보,등록공고,발열 기능이 구비된 클램프,9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4b,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 15704자 = 전문 12718 + 하위섹션 3093) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 8개 ↔ 청구범위 목록 10개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4b] 공개/공고번호 — 인데 공개/공고일(2024-09-05)만 표시,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 5개 뭉침
KR 10-2703145 B1,B1,등록특허공보,등록공고,"터빈 베인, 터빈 및 이를 포함하는 가스터빈",9,,,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 21235자 = 전문 17505 + 하위섹션 3973) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 15개 ↔ 청구범위 목록 20개(삭제 5) 불일치 / [D8] 독립항 목록 8개 중 5개가 본문 '삭제' / [D4] 공개번호(10-2023-0120860)와 표시 일자(2024-09-04) 계열 불일치 · 문헌일 2023-08-17,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 14개 뭉침
