문헌번호,문헌종류,문헌종류(표기안),권리상태,발명의 명칭,오류 합계,원본오류 코드,원본오류 내용,표시오류 종수,표시오류 코드,표시오류 내용(문헌별 값),도면 보류(오류 아님)
KR 10-2649654 B1,B1,등록특허공보,등록공고,"프리프레그, 적층판, 및 그들의 제조 방법, 그리고 프린트 배선판 및 반도체 패키지",10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (JP 7210847 B2 / JP 07210847 B2),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 27248자 = 전문 26217 + 하위섹션 5127) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 16개 ↔ 청구범위 목록 17개(삭제 1) 불일치 / [D8] 독립항 목록 4개 중 1개가 본문 '삭제' / [D10] 패밀리 목록 21행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 8개 뭉침
KR 10-2649937 B1,B1,등록특허공보,등록공고,아크릴 중합체를 포함하는 조성물 및 그 제조 공정,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (JP 7416699 B2 / JP 07416699 B2),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 42299자 = 전문 47348 + 하위섹션 1383) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 17개 ↔ 청구범위 목록 31개(삭제 14) 불일치 / [D8] 독립항 목록 16개 중 14개가 본문 '삭제' / [D10] 패밀리 목록 17행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2649955 B1,B1,등록특허공보,등록공고,"패널, 특히 바닥 패널 또는 벽 패널",10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 4105408 B8 / EP 04105408 B8),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 55649자 = 전문 32628 + 하위섹션 27812) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 15개 ↔ 청구범위 목록 17개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D10] 패밀리 목록 24행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2650066 B1,B1,등록특허공보,등록공고,"증착 마스크를 제조하기 위한 금속판 및 금속판의 제조 방법, 그리고 증착 마스크, 증착 마스크의 제조 방법 ",10,E13,[E13] 패밀리 동일 문헌 4쌍 중복 적재 (EP 3712294 A1 / EP 03712294 A1 / EP 3712295 A1 / EP 03712295 A1),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 61529자 = 전문 60495 + 하위섹션 6731) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 9개 ↔ 청구범위 목록 18개(삭제 9) 불일치 / [D8] 독립항 목록 12개 중 9개가 본문 '삭제' / [D10] 패밀리 목록 78행 중 4행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 38개 뭉침
KR 10-2650076 B1,B1,등록특허공보,등록공고,약물 전달 조성물 및 그의 용도,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3922279 A1 / EP 03922279 A1),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 204544자 = 전문 192521 + 하위섹션 28576) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 28개 ↔ 청구범위 목록 32개(삭제 4) 불일치 / [D8] 독립항 목록 5개 중 4개가 본문 '삭제' / [D10] 패밀리 목록 21행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 228개 뭉침
KR 10-2650093 B1,B1,등록특허공보,등록공고,제빙기,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (JP 7224452 B2 / JP 07224452 B2),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 22114자 = 전문 19833 + 하위섹션 5188) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 7개 ↔ 청구범위 목록 8개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D10] 패밀리 목록 8행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2650215 B1,B1,등록특허공보,등록공고,영상 처리 방법 및 장치,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3312701 A1 / EP 03312701 A1),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 17522자 = 전문 17451 + 하위섹션 1680) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 16개 ↔ 청구범위 목록 20개(삭제 4) 불일치 / [D8] 독립항 목록 6개 중 4개가 본문 '삭제' / [D10] 패밀리 목록 6행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 10개 뭉침
KR 10-2650251 B1,B1,등록특허공보,등록공고,임베딩된 제어 시그널링을 갖는 서브프레임 구조,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3783990 A1 / EP 03783990 A1),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 47356자 = 전문 47105 + 하위섹션 3818) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 14개 ↔ 청구범위 목록 30개(삭제 16) 불일치 / [D8] 독립항 목록 18개 중 16개가 본문 '삭제' / [D10] 패밀리 목록 25행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2650443 B1,B1,등록특허공보,등록공고,완전 파형 다중-펄스 광학 레인지 파인더 기기,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3692391 A1 / EP 03692391 A1),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 45230자 = 전문 42852 + 하위섹션 6925) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 6개 ↔ 청구범위 목록 30개(삭제 24) 불일치 / [D8] 독립항 목록 26개 중 24개가 본문 '삭제' / [D10] 패밀리 목록 11행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 40개 뭉침
KR 10-2650488 B1,B1,등록특허공보,등록공고,전자장치와 그의 제어방법,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3828582 A1 / EP 03828582 A1),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 36297자 = 전문 36823 + 하위섹션 4007) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 20개(삭제 10) 불일치 / [D8] 독립항 목록 12개 중 10개가 본문 '삭제' / [D10] 패밀리 목록 5행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 39개 뭉침
KR 10-2650600 B1,B1,등록특허공보,등록공고,조직 확장을 용이하게 하는 음경 및 기타 임플란트,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3826594 A1 / EP 03826594 A1),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 25594자 = 전문 24960 + 하위섹션 2679) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 15개(삭제 5) 불일치 / [D8] 독립항 목록 7개 중 5개가 본문 '삭제' / [D10] 패밀리 목록 15행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 26개 뭉침
KR 10-2650796 B1,B1,등록특허공보,등록공고,전기 가열식 흡연 시스템용의 분할형 기류 시스템 및 전기 가열식 흡연 시스템 내부 기류를 안내하기 위한 방법,10,E13,[E13] 패밀리 동일 문헌 3쌍 중복 적재 (JP 6779878 B2 / JP 6637979 B2 / JP 6843944 B2 / JP 06779878 B2),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 31860자 = 전문 32218 + 하위섹션 1685) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 18개 ↔ 청구범위 목록 21개(삭제 3) 불일치 / [D8] 독립항 목록 6개 중 3개가 본문 '삭제' / [D10] 패밀리 목록 49행 중 3행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 17개 뭉침
KR 10-2650973 B1,B1,등록특허공보,등록공고,그래핀 구조체를 형성하는 방법 및 장치,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (JP 7178935 B2 / JP 07178935 B2),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 30035자 = 전문 32026 + 하위섹션 2069) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 13개 ↔ 청구범위 목록 14개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D10] 패밀리 목록 5행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 20개 뭉침
KR 10-2650978 B1,B1,등록특허공보,등록공고,다중 사용자 센서 기반 상호작용들,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3234740 A1 / EP 03234740 A1),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 33145자 = 전문 34052 + 하위섹션 1479) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 21개 ↔ 청구범위 목록 25개(삭제 4) 불일치 / [D8] 독립항 목록 8개 중 4개가 본문 '삭제' / [D10] 패밀리 목록 9행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 7개 뭉침
KR 10-2663196 B1,B1,등록특허공보,등록공고,"사용자 단말장치, 서버, 사용자 단말장치의 제어방법 및 서버의 제어방법",10,E4,[E4] claim_count(20) ≠ 삭제 제외 실질 항 수(28) · claims 32 · 삭제 4,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 52487자 = 전문 46970 + 하위섹션 6200) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 20개 ↔ 청구범위 목록 32개(삭제 4) 불일치 / [D8] 독립항 목록 7개 중 4개가 본문 '삭제' / [D4] 공개번호(10-2020-0057301)와 표시 일자(2024-05-07) 계열 불일치 · 문헌일 2020-05-26,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 12개 뭉침
KR 10-2665992 B1,B1,등록특허공보,등록공고,지속적 혈당 모니터링을 제공하는 장치 및 방법,10,E4,[E4] claim_count(10) ≠ 삭제 제외 실질 항 수(18) · claims 20 · 삭제 2,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 28260자 = 전문 25895 + 하위섹션 2730) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 20개(삭제 2) 불일치 / [D8] 독립항 목록 4개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2018-0043612)와 표시 일자(2024-05-20) 계열 불일치 · 문헌일 2018-04-30,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 15개 뭉침
KR 10-2666137 B1,B1,등록특허공보,등록공고,공기조화기,10,E4,[E4] claim_count(10) ≠ 삭제 제외 실질 항 수(14) · claims 18 · 삭제 4,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 27208자 = 전문 23892 + 하위섹션 3845) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 18개(삭제 4) 불일치 / [D8] 독립항 목록 6개 중 4개가 본문 '삭제' / [D4] 공개번호(10-2023-0159331)와 표시 일자(2024-05-17) 계열 불일치 · 문헌일 2023-11-21,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 10개 뭉침
KR 10-2688842 B1,B1,등록특허공보,등록공고,신규한 메틴 염료,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (EP 3470470 A1 / EP 03470470 A1),9,D1 D3 D7 D2 D5 D12 D8 D4 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 25584자 = 전문 21496 + 하위섹션 4939) / [D12] 서지 청구항 수 12개 ↔ 청구범위 목록 15개(삭제 3) 불일치 / [D8] 독립항 목록 4개 중 3개가 본문 '삭제' / [D4] 공개번호(10-2019-0041944)와 표시 일자(2024-07-29) 계열 불일치 · 문헌일 2019-04-23 / [D10] 패밀리 목록 14행 중 1행이 동일 문헌 중복 노출,
KR 10-2689504 B1,B1,등록특허공보,등록공고,플렉서블 디스플레이를 포함하는 전자 장치 및 그 동작 방법,10,E4,[E4] claim_count(10) ≠ 삭제 제외 실질 항 수(19) · claims 20 · 삭제 1,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 72748자 = 전문 70074 + 하위섹션 3204) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 20개(삭제 1) 불일치 / [D8] 독립항 목록 3개 중 1개가 본문 '삭제' / [D4] 공개번호(10-2020-0064573)와 표시 일자(2024-07-29) 계열 불일치 · 문헌일 2020-06-08,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 37개 뭉침
KR 10-2704754 B1,B1,등록특허공보,등록공고,전기차 생애주기 주행 가능거리 예측 방법,10,E4,[E4] claim_count(10) ≠ 삭제 제외 실질 항 수(11) · claims 15 · 삭제 4,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 14625자 = 전문 10726 + 하위섹션 4153) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 15개(삭제 4) 불일치 / [D8] 독립항 목록 6개 중 4개가 본문 '삭제' / [D4] 공개번호(10-2024-0102347)와 표시 일자(2024-09-11) 계열 불일치 · 문헌일 2024-07-03,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 4개 뭉침
KR 10-2716761 B1,B1,등록특허공보,등록공고,우드형 골프 클럽 헤드,10,E9,[E9] 하위섹션 '발명의 효과'(effect_of_invention) 비었는데 전문에 표제 존재,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 13224자 = 전문 11209 + 하위섹션 2165) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 5개 ↔ 청구범위 목록 7개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4] 공개번호(10-2023-0051071)와 표시 일자(2024-10-15) 계열 불일치 · 문헌일 2023-04-17,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 10-2733017 B1,B1,등록특허공보,등록공고,이미지 처리 방법 및 이를 지원하는 전자 장치,10,E4,[E4] claim_count(10) ≠ 삭제 제외 실질 항 수(15) · claims 20 · 삭제 5,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 40001자 = 전문 37737 + 하위섹션 2545) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 10개 ↔ 청구범위 목록 20개(삭제 5) 불일치 / [D8] 독립항 목록 7개 중 5개가 본문 '삭제' / [D4] 공개번호(10-2020-0092165)와 표시 일자(2024-11-21) 계열 불일치 · 문헌일 2020-08-03,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 9개 뭉침
KR 20-0497867 Y1,Y1,등록실용신안공보,등록공고,카트리지가 교체 가능한 립스틱,10,E13,[E13] 패밀리 동일 문헌 1쌍 중복 적재 (JP 3239523 U / JP 03239523 U),9,D1 D3 D7 D2 D5 D6 D12 D8 D10,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 15289자 = 전문 11732 + 하위섹션 4867) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 5개 ↔ 청구범위 목록 6개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D10] 패밀리 목록 8행 중 1행이 동일 문헌 중복 노출,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 19개 뭉침
KR 20-0497874 Y1,Y1,등록실용신안공보,등록공고,꼬임방지 기능을 갖는 무속용 오방기,10,E10,[E10] 공개번호(20-2023-0000689)는 있는데 문헌일(공개일) 없음,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 11910자 = 전문 9869 + 하위섹션 3556) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 2개 ↔ 청구범위 목록 3개(삭제 1) 불일치 / [D8] 독립항 목록 2개 중 1개가 본문 '삭제' / [D4] 공개번호(20-2023-0000689)와 표시 일자(2023-04-05) 계열 불일치 · 문헌일 None,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 4개 뭉침
KR 20-0497883 Y1,Y1,등록실용신안공보,등록공고,납땜 인두기,10,E10,[E10] 공개번호(20-2021-0000256)는 있는데 문헌일(공개일) 없음,9,D1 D3 D7 D2 D5 D6 D12 D8 D4,[D5] 상세설명에 하위섹션+전문 중복 렌더(섹션 11247자 = 전문 10277 + 하위섹션 2507) / [D6] 도면 미반입인데 패널 노출(서지 도면 수 0건 / 패널 캡션 1개 · 이미지 없음) / [D12] 서지 청구항 수 3개 ↔ 청구범위 목록 5개(삭제 2) 불일치 / [D8] 독립항 목록 3개 중 2개가 본문 '삭제' / [D4] 공개번호(20-2021-0000256)와 표시 일자(2021-02-02) 계열 불일치 · 문헌일 None,[F1] drawing_count 0 (도면의 설명 1원소 보유) [F2] 도면 설명 1원소에 도 3개 뭉침
